case_id,layer,cosine_similarity
20587,1,0.9990905955264594
20587,2,0.9984774399001887
20587,2,0.9973457584172252
20587,3,0.9952788851779139
20587,3,0.9959939229455841
20587,4,0.9961908246189881
20587,4,0.9965200446361728
20587,5,0.997891309984394
20587,5,0.9978199292640663
20587,6,0.9967181027815727
20587,6,0.9921324554477464
20587,7,0.9971987252307145
20587,7,0.9964720516616665
20587,8,0.9967553411377778
20587,8,0.9950486324014987
20587,9,0.9906738937664546
20587,9,0.9922855174044163
20587,10,0.9911942603375544
20587,10,0.9898014207577364
20587,11,0.9808446087092227
20587,11,0.9779624564566454
20587,12,0.9553722941741835
20587,12,0.8054943805040119
20587,13,0.9470459867736624
20587,13,0.8989058755915024
20587,14,0.9567906594440958
20587,14,0.9191418681228654
20587,15,0.9551174954130596
20587,15,0.9082243684538582
20587,16,0.9719151919438773
20587,16,0.9462649696317953
20587,17,0.8827653959034464
20587,17,0.8213170053884524
20810,0,0.9131682782406634
20810,0,0.9140703337478953
20810,1,0.9945672430330434
20810,1,0.9952634498506291
20810,2,0.9858741080642293
20810,2,0.9885272972058301
20810,3,0.9472162983152981
20810,3,0.9549546788433947
20810,4,0.9547869618187342
20810,4,0.96371665127673
20810,5,0.9826945429693001
20810,5,0.9787801795635356
20810,6,0.9827793100392306
20810,6,0.984182741028276
20810,7,0.9920206792190857
20810,7,0.9922348250073981
20810,8,0.9907439635313943
20810,8,0.9914417188271089
20810,9,0.9896546192202067
20810,9,0.9910463600623735
20810,10,0.9889604642054134
20810,10,0.9913972585731023
20810,11,0.9774062047478825
20810,11,0.9830084074934954
20810,12,0.9624667667024457
20810,12,0.979005273597552
20810,13,0.9747980043919705
20810,13,0.9840337933729406
20810,14,0.9813960114657966
20810,14,0.9882169736600818
20810,15,0.9719692101524011
20810,15,0.9833338407815118
20810,16,0.9784714812714065
20810,16,0.986523266387685
20810,17,0.8817923743402016
20810,17,0.9179283491422427
