fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:1,capital,subject,2,0.9024258057276408,0.8312529874417711,0.07117281828586963,all,all_families
capital:1,capital,subject,3,0.8694187700748444,0.7989895812728826,0.0704291888019618,all,all_families
capital:1,capital,subject,4,0.8694520990053812,0.7982267142437837,0.07122538476159757,all,all_families
capital:1,capital,subject,5,0.8543825348218282,0.7825592456056791,0.07182328921614911,all,all_families
capital:1,capital,subject,6,0.8536200622717539,0.7981924926314283,0.05542756964032558,all,all_families
capital:1,capital,subject,7,0.8558948437372843,0.8055176113677376,0.05037723236954672,all,all_families
capital:1,capital,subject,8,0.8552427689234415,0.8051736515891903,0.050069117334251234,all,all_families
capital:1,capital,subject,9,0.8532505333423615,0.8054587380851016,0.04779179525725985,all,all_families
capital:1,capital,subject,10,0.8352369467417399,0.7898195585345521,0.04541738820718777,all,all_families
capital:1,capital,subject,11,0.8392056127389272,0.7940589591641637,0.04514665357476355,all,all_families
capital:1,capital,subject,12,0.8461833794911703,0.7972769594806082,0.04890642001056211,all,all_families
capital:1,capital,subject,13,0.8473760883013407,0.8047221710576731,0.04265391724366763,all,all_families
capital:1,capital,subject,14,0.855609675248464,0.818706605802564,0.03690306944589994,all,all_families
capital:1,capital,subject,15,0.8745106856028239,0.8356274044250741,0.03888328117774975,all,all_families
capital:1,capital,subject,16,0.8870562116305033,0.8436925363014726,0.04336367532903074,all,all_families
capital:1,capital,subject,17,0.8835222522417704,0.839230874005486,0.04429137823628437,all,all_families
capital:1,capital,subject,18,0.8681095937887827,0.8304703908369822,0.037639202951800566,all,all_families
capital:1,capital,subject,19,0.8656769196192423,0.8430613787735209,0.02261554084572137,all,all_families
capital:1,capital,subject,20,0.8440392315387726,0.8236605912885245,0.020378640250248048,all,all_families
capital:1,capital,subject,21,0.832691510518392,0.8230305300915942,0.00966098042679775,all,all_families
capital:1,capital,subject,22,0.7869353493054708,0.7890013127642519,-0.0020659634587810727,all,all_families
capital:1,capital,subject,23,0.7221750219662985,0.7416360445101472,-0.01946102254384874,all,all_families
capital:1,capital,subject,24,0.7156928877035776,0.7442092433133546,-0.028516355609776944,all,all_families
capital:1,capital,subject,25,0.6617210954427719,0.7045746132293168,-0.04285351778654489,all,all_families
capital:1,capital,subject,26,0.6455875486135483,0.6871961392462254,-0.04160859063267708,all,all_families
capital:1,capital,subject,27,0.5819354852040609,0.644462143564049,-0.06252665835998805,all,all_families
capital:1,capital,subject,28,0.5926193545262018,0.6532515426549841,-0.06063218812878224,all,all_families
capital:1,capital,subject,29,0.5942055831352869,0.6641640686156118,-0.0699584854803249,all,all_families
capital:1,capital,subject,30,0.5798545430103937,0.6506856392849895,-0.07083109627459572,all,all_families
capital:1,capital,subject,31,0.5388053432106972,0.5942327674368725,-0.055427424226175304,all,all_families
capital:1,capital,preanswer,0,0.7756019035975138,0.8324283538934063,-0.056826450295892506,all,all_families
capital:1,capital,preanswer,1,0.83115553855896,0.8735829008852735,-0.0424273623263135,all,all_families
capital:1,capital,preanswer,2,0.8039772013823191,0.8525711628882324,-0.04859396150591333,all,all_families
capital:1,capital,preanswer,3,0.7545219262441,0.8158338043619605,-0.06131187811786054,all,all_families
capital:1,capital,preanswer,4,0.7388093670209249,0.8046403266489506,-0.06583095962802565,all,all_families
capital:1,capital,preanswer,5,0.7095599174499512,0.7828943284557146,-0.07333441100576343,all,all_families
capital:1,capital,preanswer,6,0.6961715519428253,0.7729194403132972,-0.07674788837047186,all,all_families
capital:1,capital,preanswer,7,0.7188872694969177,0.7887211862732383,-0.06983391677632056,all,all_families
capital:1,capital,preanswer,8,0.7150250573952993,0.7863618696437162,-0.07133681224841693,all,all_families
capital:1,capital,preanswer,9,0.7180221478144327,0.7876869054401622,-0.06966475762572943,all,all_families
capital:1,capital,preanswer,10,0.7040495077768961,0.7771243371945971,-0.07307482941770094,all,all_families
capital:1,capital,preanswer,11,0.7111436525980631,0.7822984421954435,-0.07115478959738042,all,all_families
capital:1,capital,preanswer,12,0.7288068036238352,0.7962814782033948,-0.06747467457955958,all,all_families
capital:1,capital,preanswer,13,0.727469007174174,0.7947222185047234,-0.0672532113305494,all,all_families
capital:1,capital,preanswer,14,0.7278067767620087,0.7949335371308467,-0.06712676036883802,all,all_families
capital:1,capital,preanswer,15,0.7149065236250559,0.7858185141402132,-0.07091199051515729,all,all_families
capital:1,capital,preanswer,16,0.7197573880354563,0.7890086734996122,-0.06925128546415593,all,all_families
capital:1,capital,preanswer,17,0.7326963941256205,0.7983403845744974,-0.06564399044887692,all,all_families
capital:1,capital,preanswer,18,0.7336090803146362,0.7998485972776133,-0.06623951696297703,all,all_families
capital:1,capital,preanswer,19,0.7288544774055481,0.7963863140081658,-0.06753183660261775,all,all_families
capital:1,capital,preanswer,20,0.7088396151860555,0.7817555707605446,-0.07291595557448904,all,all_families
capital:1,capital,preanswer,21,0.7346722185611725,0.8005408706033931,-0.06586865204222059,all,all_families
capital:1,capital,preanswer,22,0.7089313765366873,0.7814485511797316,-0.0725171746430443,all,all_families
capital:1,capital,preanswer,23,0.6885203023751577,0.7658038470236694,-0.07728354464851173,all,all_families
capital:1,capital,preanswer,24,0.7083092232545217,0.7804318377200294,-0.07212261446550772,all,all_families
capital:1,capital,preanswer,25,0.6712633222341537,0.7521291003726861,-0.08086577813853235,all,all_families
capital:1,capital,preanswer,26,0.6496271391709646,0.6998220453148379,-0.05019490614387334,all,all_families
capital:1,capital,preanswer,27,0.5930266877015432,0.6125832902377143,-0.019556602536171086,all,all_families
capital:1,capital,preanswer,28,0.5933632502953211,0.6177240762421313,-0.024360825946810216,all,all_families
capital:1,capital,preanswer,29,0.5929295768340429,0.6266859229654074,-0.03375634613136447,all,all_families
capital:1,capital,preanswer,30,0.5680834849675497,0.6059475019574165,-0.037864016989866855,all,all_families
capital:1,capital,preanswer,31,0.17934273245433965,0.33157416287405583,-0.15223143041971618,all,all_families
capital:2,capital,subject,0,0.8593413333098093,0.8079261052257874,0.05141522808402188,all,all_families
capital:2,capital,subject,1,0.9026386141777039,0.831303978777107,0.07133463540059681,all,all_families
capital:2,capital,subject,2,0.9031173487504324,0.8315791030797888,0.0715382456706436,all,all_families
capital:2,capital,subject,3,0.8712023794651031,0.7998907865189454,0.07131159294615774,all,all_families
capital:2,capital,subject,4,0.8718417584896088,0.7991328444331884,0.07270891405642033,all,all_families
capital:2,capital,subject,5,0.8568971157073975,0.7834584651624455,0.07343865054495191,all,all_families
capital:2,capital,subject,6,0.8567275504271189,0.799346570035114,0.0573809803920049,all,all_families
capital:2,capital,subject,7,0.8588237563769022,0.8060577097622788,0.052766046614623474,all,all_families
